,Board Number,Board Name,Board Type,School Number,School Name,School Type,School Special Condition Code,School Level,School Language,Grade Range,Building Suite,P.O. Box,Street,Municipality,City,Province,Postal Code,Phone Number,Fax Number,School Website,Board Website,Enrolment,Latitude,Longitude,Percentage of Students Whose First Language Is Not English,Percentage of Students Whose First Language Is Not French,Percentage of Students Who Are New to Canada from a Non-English Speaking Country,Percentage of Students Who Are New to Canada from a Non-French Speaking Country,Percentage of Students Receiving Special Education Services,Percentage of Students Identified as Gifted,Change in Grade 6 Reading Achievement Over Three Years,Percentage of Grade 6 Students Achieving the Provincial Standard in Writing,Change in Grade 6 Writing Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Academic Mathematics,Change in Grade 9 Academic Mathematics Achievement Over Three Years,Percentage of Grade 9 Students Achieving the Provincial Standard in Applied Mathematics,Change in Grade 9 Applied Mathematics Achievement Over Three Years,Percentage of Students That Passed the Grade 10 OSSLT on Their First Attempt,Change in Grade 10 OSSLT Literacy Achievement Over Three Years,Percentage of School-Aged Children Who Live in Low-Income Households,"Percentage of Students Whose Parents Have No Degree, Diploma or Certificate",Extract Date,Year
924,B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),753211,Robert F Hall Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,6500 Old Church Rd,Brampton,Caledon East,Ontario,L7C0H3,905-584-1670,905-584-1488,http://www.dpcdsb.org/RFHAL,www.dpcdsb.org,965,43.87401,-79.862,6,100,2,2,16,1,,,,80%,-4.0,51%,-6.0,79%,-5.0,7,5,2021-07-10 00:00:00,2018
930,B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),767255,St Aloysius Gonzaga Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,2800 Erin Centre Blvd,Mississauga,Mississauga,Ontario,L5M6R5,905-820-3900,905-820-3902,http://www.dpcdsb.org/GONZA,www.dpcdsb.org,1745,43.55635,-79.7173,31,100,4,4,18,1,,,,96%,4.0,46%,-7.0,90%,-3.0,16,2,2021-07-10 00:00:00,2018
935,B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),775606,St Augustine Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,27 Drinkwater Rd,Brampton,Brampton,Ontario,L6Y4T6,905-450-9993,905-450-0955,http://www.dpcdsb.org/AUGST,www.dpcdsb.org,985,43.65807,-79.7646,23,100,8,9,20,0,,,,90%,6.0,40%,-9.0,74%,1.0,14,7,2021-07-10 00:00:00,2018
948,B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),788511,St Edmund Campion Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,275 Brisdale Drive,Brampton,Brampton,Ontario,L7A3C7,905-846-7124,905-846-1527,http://www.dpcdsb.org/CAMPI,www.dpcdsb.org,1795,43.69426,-79.8301,20,99,2,3,18,1,,,,82%,-10.0,59%,3.0,87%,9.0,10,8,2021-07-10 00:00:00,2018
953,B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),792594,St Francis Xavier Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,50 Bristol Rd W,Mississauga,Mississauga,Ontario,L5R3K3,905-507-6666,905-568-1026,http://www.dpcdsb.org/STFXS,www.dpcdsb.org,1875,43.61252,-79.6638,31,100,6,6,11,3,,,,93%,3.0,38%,-5.0,90%,5.0,16,5,2021-07-10 00:00:00,2018
969,B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),806919,St Joseph Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,5555 Creditview Rd,Mississauga,Mississauga,Ontario,L5V2B9,905-812-1376,905-812-0812,http://www.dpcdsb.org/JOESS,www.dpcdsb.org,1310,43.58967,-79.6993,30,100,8,8,13,1,,,,93%,3.0,55%,14.0,83%,2.0,17,6,2021-07-10 00:00:00,2018
977,B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),821381,St Marcellinus Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,730 Courtneypark Dr W,Mississauga,Mississauga,Ontario,L5W1L9,905-564-6614,905-564-3202,http://www.dpcdsb.org/MARCL,www.dpcdsb.org,1800,43.62414,-79.7102,19,100,2,2,16,0,,,,95%,-1.0,69%,-6.0,88%,-4.0,10,5,2021-07-10 00:00:00,2018
980,B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),822655,St Marguerite d'Youville Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,10815 Dixie Rd,Brampton,Brampton,Ontario,L6R2W5,905-789-5560,905-789-1143,http://www.dpcdsb.org/DYOUV,www.dpcdsb.org,1525,43.75223,-79.7753,12,100,4,4,14,1,,,,78%,-2.0,63%,-2.0,81%,2.0,11,9,2021-07-10 00:00:00,2018
983,B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),823953,St Martin Secondary School,Catholic,Not applicable,Secondary,English,9-12,Streetsville Campus,,2470 Rosemary Dr,Mississauga,Mississauga,Ontario,L5C1X2,905-279-3171,905-279-3685,http://www.dpcdsb.org/MARTN,www.dpcdsb.org,1090,43.55662,-79.6356,38,99,9,8,18,0,,,,78%,-11.0,46%,-2.0,78%,-3.0,19,5,2021-07-10 00:00:00,2018
989,B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),841730,St Paul Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,815 Atwater Ave,Mississauga,Mississauga,Ontario,L5E1L8,905-278-3994,905-278-1163,http://www.dpcdsb.org/PAULS,www.dpcdsb.org,475,43.5773,-79.5709,35,100,10,10,20,5,,,,83%,-9.0,50%,12.0,79%,-7.0,20,5,2021-07-10 00:00:00,2018
1004,B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),854530,St Thomas Aquinas Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,25 Corporation Dr,Brampton,Brampton,Ontario,L6S6A2,905-791-1195,905-793-4665,http://www.dpcdsb.org/AQUIN,www.dpcdsb.org,1845,43.73869,-79.7104,20,100,5,5,14,0,,,,82%,6.0,52%,-5.0,75%,4.0,16,11,2021-07-10 00:00:00,2018
1023,B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),696056,St. Joan of Arc Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,3801 Thomas St,Mississauga,Mississauga,Ontario,L5M7G2,905-285-0050,905-285-0737,http://www.dpcdsb.org/JOANA,www.dpcdsb.org,1090,43.55307,-79.7466,48,99,9,9,13,0,,,,86%,4.0,49%,16.0,84%,-2.0,20,3,2021-07-10 00:00:00,2018
1029,B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),864570,St. Michael Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,9130 Columbia Way,Caledon,Bolton,Ontario,L7E4G6,,,http://www.dpcdsb.org/MICHS,www.dpcdsb.org,1175,43.89413,-79.7523,5,100,1,1,17,0,,,,92%,2.0,57%,14.0,79%,-1.0,7,5,2021-07-10 00:00:00,2018
1030,B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),736228,St. Oscar Romero Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,2495 Credit Valley Road,Mississauga,Mississauga,Ontario,L5M4G8,905-412-1000,905-828-5847,http://www.dpcdsb.org/ROMER,www.dpcdsb.org,255,43.6867,-79.7605,40,100,25,30,45,0,,,,N/R,,N/R,,28%,,20,5,2021-07-10 00:00:00,2018
1031,B67083,Dufferin-Peel CDSB,Cath Dist Sch Brd (E/F),784979,St. Roch Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,200 Valleyway Drive,Brampton,Brampton,Ontario,L6X0N3,,,http://www.dpcdsb.org/ROCHS,www.dpcdsb.org,1450,43.67192,-79.8071,20,100,3,3,16,0,,,,90%,-4.0,54%,-10.0,87%,9.0,11,7,2021-07-10 00:00:00,2018
1036,B67105,Durham CDSB,Cath Dist Sch Brd (E/F),685984,All Saints Catholic Secondary School Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,3001 Country Lane,Whitby,Whitby,Ontario,L1P1M1,905-666-7753,905-666-7815,http://allsaints.dcdsb.ca/,www.dcdsb.ca,885,43.8951,-78.9656,5,100,2,1,21,0,,,,81%,-1.0,60%,22.0,91%,11.0,10,2,2021-07-10 00:00:00,2018
1038,B67105,Durham CDSB,Cath Dist Sch Brd (E/F),703923,Archbishop Denis O'Connor Catholic High School,Catholic,Not applicable,Secondary,English,9-12,,,80 Mandrake St,Ajax,Ajax,Ontario,L1S5H4,905-427-6667,905-427-7234,http://doc.dcdsb.ca/,www.dcdsb.ca,655,43.8581,-79.02,10,99,5,5,29,0,,,,80%,-1.0,39%,-7.0,87%,12.0,12,7,2021-07-10 00:00:00,2018
1039,B67105,Durham CDSB,Cath Dist Sch Brd (E/F),682867,Father Donald MacLellan Catholic Sec Sch Catholic School,Catholic,Alternative,Secondary,English,9-12,7,,458 Fairall Street,Ajax,Ajax,Ontario,L1S1R6,905-666-1146,905-666-4823,http://fatherdonmaclellan.dcdsb.ca/,www.dcdsb.ca,SP,43.90997,-78.8952,SP,SP,SP,SP,SP,SP,,,,,,,,N/R,,SP,SP,2021-07-10 00:00:00,2018
1042,B67105,Durham CDSB,Cath Dist Sch Brd (E/F),710083,Father Leo J Austin Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,1020 Dryden Blvd,Whitby,Whitby,Ontario,L1R2A2,905-666-2010,905-666-3035,http://austin.dcdsb.ca/,www.dcdsb.ca,970,43.9119,-78.9377,5,99,1,1,16,0,,,,90%,4.0,56%,-8.0,87%,4.0,10,2,2021-07-10 00:00:00,2018
1045,B67105,Durham CDSB,Cath Dist Sch Brd (E/F),735060,Monsignor John Pereyma Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,316 Conant St,Oshawa,Oshawa,Ontario,L1H3S6,905-432-8470,905-432-3864,http://jpereyma.dcdsb.ca/,www.dcdsb.ca,385,43.8803,-78.8434,10,100,0,0,40,0,,,,80%,-3.0,50%,11.0,53%,-19.0,20,10,2021-07-10 00:00:00,2018
1047,B67105,Durham CDSB,Cath Dist Sch Brd (E/F),741310,Monsignor Paul Dwyer Catholic High School,Catholic,Not applicable,Secondary,English,9-12,,,700 Stevenson Rd N,Oshawa,Oshawa,Ontario,L1J5P5,905-723-5255,905-723-1631,http://pauldwyer.dcdsb.ca/,www.dcdsb.ca,880,43.91135,-78.8931,7,100,4,4,26,0,,,,70%,4.0,28%,13.0,70%,-11.0,14,5,2021-07-10 00:00:00,2018
1049,B67105,Durham CDSB,Cath Dist Sch Brd (E/F),738050,Notre Dame Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,1375 Harwood Ave N,Ajax,Ajax,Ontario,L1T4G8,905-686-4300,905-686-4787,http://notredame.dcdsb.ca/,www.dcdsb.ca,1100,43.8846,-79.028,7,99,2,2,15,0,,,,88%,7.0,39%,1.0,80%,0.0,13,7,2021-07-10 00:00:00,2018
1075,B67105,Durham CDSB,Cath Dist Sch Brd (E/F),826278,St Mary Catholic Secondary School,Catholic,Not applicable,Secondary,English,9-12,,,1918 Whites Rd,Pickering,Pickering,Ontario,L1V1R9,905-420-7166,905-831-1778,http://stmary.dcdsb.ca/,www.dcdsb.ca,1550,43.835,-79.1232,6,99,3,3,18,0,,,,77%,0.0,28%,-9.0,84%,2.0,9,4,2021-07-10 00:00:00,2018
1085,B66060,Durham DSB,Pub Dist Sch Brd (E/F),890855,Ajax High School,Public,Not applicable,Secondary,English,9-12,,,105 Bayly St E,Ajax,Ajax,Ontario,L1S1P2,905-683-1610,905-683-0856,http://ajax.ddsbschools.ca,http://ddsb.ca/,1180,43.84436,-79.0138,11,99,3,3,20,1,,,,74%,4.0,32%,-3.0,75%,0.0,12,7,2021-07-10 00:00:00,2018
1088,B66060,Durham DSB,Pub Dist Sch Brd (E/F),892025,Anderson Collegiate and Vocational Institute,Public,Not applicable,Secondary,English,9-12,,,400 Anderson St,Whitby,Whitby,Ontario,L1N3V6,905-668-5809,905-668-1774,http://anderson.ddsbschools.ca/,http://ddsb.ca/,830,43.88762,-78.9249,8,100,0,1,24,16,,,,80%,-8.0,29%,-8.0,87%,9.0,10,1,2021-07-10 00:00:00,2018
1097,B66060,Durham DSB,Pub Dist Sch Brd (E/F),896446,Brock High School,Public,Not applicable,Secondary,English,9-12,,,C1590 CONCESSION 12 RR1,Brock,CANNINGTON,Ontario,L0E1E0,705-432-2311,705-432-3080,http://brock.ddsbschools.ca/,http://ddsb.ca/,380,44.34342,-79.0664,0,100,0,0,30,0,,,,91%,31.0,44%,11.0,61%,-18.0,10,0,2021-07-10 00:00:00,2018
1098,B66060,Durham DSB,Pub Dist Sch Brd (E/F),934991,Brooklin High School,Public,Not applicable,Secondary,English,9-12,,,20 Carnwith Drive,Whitby,Whitby,Ontario,L1M0K7,905-655-2015,,,http://ddsb.ca/,1305,43.9658,-78.9627,2,100,1,2,20,4,,,,91%,6.0,41%,-10.0,85%,-4.0,5,3,2021-07-10 00:00:00,2018
1111,B66060,Durham DSB,Pub Dist Sch Brd (E/F),933156,DCE - Under 21 Collegiate Institute and Vocational School,Public,Alternative,Secondary,English,9-12,,,120 Centre Street South,Oshawa,Oshawa,Ontario,L1H4A3,,,http://ddsb.durham.edu.on.ca/DDSBMain.htm,http://ddsb.ca/,SP,43.89387,-78.8645,SP,SP,SP,SP,SP,SP,,,,,,,,,,SP,SP,2021-07-10 00:00:00,2018
1113,B66060,Durham DSB,Pub Dist Sch Brd (E/F),904392,Donald A Wilson Secondary School,Public,Not applicable,Secondary,English,9-12,,,681 Rossland Rd. W,Whitby,Whitby,Ontario,L1P1Y1,905-665-5057,905-665-1434,http://wilson.ddsbschools.ca/,http://ddsb.ca/,1395,43.89334,-78.9651,11,99,2,1,15,5,,,,89%,1.0,72%,0.0,88%,3.0,8,2,2021-07-10 00:00:00,2018
1119,B66060,Durham DSB,Pub Dist Sch Brd (E/F),905674,Dunbarton High School,Public,Not applicable,Secondary,English,9-12,,,655 Sheppard Ave,Pickering,Pickering,Ontario,L1V1G2,905-839-1125,905-839-6536,http://dunbarton.ddsbschools.ca/,http://ddsb.ca/,1420,43.82116,-79.1185,10,100,2,2,22,2,,,,85%,3.0,49%,12.0,87%,7.0,7,4,2021-07-10 00:00:00,2018
1120,B66060,Durham DSB,Pub Dist Sch Brd (E/F),905585,Durham Alternative Secondary School,Public,Alternative,Secondary,English,9-12,,,240 Simcoe Street,Oshawa,Oshawa,Ontario,L1H4H4,905-579-1990,905-579-9722,http://dass.ddsbschools.ca/,http://ddsb.ca/,470,43.89217,-78.8783,5,95,0,0,40,0,,,,,,,,50%,12.0,20,10,2021-07-10 00:00:00,2018
1123,B66060,Durham DSB,Pub Dist Sch Brd (E/F),906565,Eastdale Collegiate and Vocational Institute,Public,Not applicable,Secondary,English,9-12,,,265 Harmony Rd N,Oshawa,Oshawa,Ontario,L1G6L4,905-723-8157,905-723-7024,http://eastdale.ddsbschools.ca/,http://ddsb.ca/,1015,43.91177,-78.8357,6,100,2,2,33,1,,,,58%,-16.0,28%,-22.0,75%,3.0,17,6,2021-07-10 00:00:00,2018
1129,B66060,Durham DSB,Pub Dist Sch Brd (E/F),911291,G L Roberts Collegiate and Vocational Institute,Public,Not applicable,Secondary,English,9-12,,,399 Chaleur Ave,Oshawa,Oshawa,Ontario,L1J1G5,905-728-7594,905-728-7760,http://glroberts.ddsbschools.ca/,http://ddsb.ca/,405,43.85992,-78.8454,5,100,5,5,40,0,,,,88%,-12.0,59%,13.0,38%,-24.0,30,10,2021-07-10 00:00:00,2018
1138,B66060,Durham DSB,Pub Dist Sch Brd (E/F),916331,Henry Street High School,Public,Not applicable,Secondary,English,9-12,,,600 HENRY ST,Whitby,WHITBY,Ontario,L1N5C7,905-668-2731,905-668-3473,http://henrystreet.ddsbschools.ca,http://ddsb.ca/,775,43.87266,-78.945,8,100,3,3,23,3,,,,84%,-4.0,86%,4.0,83%,5.0,12,4,2021-07-10 00:00:00,2018
1141,B66060,Durham DSB,Pub Dist Sch Brd (E/F),918423,J Clarke Richardson Collegiate,Public,Not applicable,Secondary,English,9-12,,,1355 HARWOOD AVE,Ajax,AJAX,Ontario,L1T4G8,905-619-9571,905-619-9573,http://richardson.ddsbschools.ca/,http://ddsb.ca/,1820,43.88376,-79.027,25,100,3,3,17,1,,,,82%,-6.0,29%,-24.0,85%,7.0,13,6,2021-07-10 00:00:00,2018
1156,B66060,Durham DSB,Pub Dist Sch Brd (E/F),932345,Maxwell Heights Secondary School,Public,Not applicable,Secondary,English,9-12,,,1100 Coldstream Drive,Oshawa,Oshawa,Ontario,L1K0N1,,,http://maxwell.ddsbschools.ca/,http://ddsb.ca/,1655,43.94655,-78.852,12,100,2,2,18,2,,,,90%,-2.0,66%,-5.0,82%,2.0,11,3,2021-07-10 00:00:00,2018
1163,B66060,Durham DSB,Pub Dist Sch Brd (E/F),932329,O'Neill Collegiate and Vocational Institute,Public,Vocational/Occupational,Secondary,English,9-12,,,301 Simcoe St N,Oshawa,Oshawa,Ontario,L1G4T2,905-728-7531,905-728-2425,https://www.intranet.durham.edu.on.ca/Applications/SchlMaps.nsf/New%20School%20Map?OpenView&StartKey=O,http://ddsb.ca/,1245,43.90577,-78.8665,8,99,2,2,19,12,,,,88%,10.0,54%,6.0,86%,3.0,19,4,2021-07-10 00:00:00,2018
1165,B66060,Durham DSB,Pub Dist Sch Brd (E/F),935310,Pickering High School,Public,Not applicable,Secondary,English,9-12,,,180 Church St N,Pickering,Ajax,Ontario,L1T2W7,905-683-4760,905-683-0491,http://pickering.ddsbschools.ca/,http://ddsb.ca/,1855,43.85752,-79.0574,14,100,2,1,16,19,,,,83%,1.0,35%,-17.0,91%,8.0,10,6,2021-07-10 00:00:00,2018
1167,B66060,Durham DSB,Pub Dist Sch Brd (E/F),935360,Pine Ridge Secondary School,Public,Not applicable,Secondary,English,9-12,,,2155 Liverpool Rd N,Pickering,Pickering,Ontario,L1X1V4,905-420-1885,905-420-3714,https://www.intranet.durham.edu.on.ca/Applications/SchlMaps.nsf/New%20School%20Map?OpenView&StartKey=A,http://ddsb.ca/,1050,43.8518,-79.0965,20,100,2,2,24,1,,,,68%,-5.0,24%,-5.0,77%,5.0,13,3,2021-07-10 00:00:00,2018
1168,B66060,Durham DSB,Pub Dist Sch Brd (E/F),936227,Port Perry High School,Public,Not applicable,Secondary,English,9-12,,,160 ROSA,Scugog,PORT PERRY,Ontario,L9L1L7,905-985-7337,905-985-8323,http://portperry.ddsbschools.ca/,http://ddsb.ca/,1045,44.1023,-78.9517,2,100,1,1,27,6,,,,82%,-1.0,44%,-23.0,71%,-9.0,11,1,2021-07-10 00:00:00,2018
1174,B66060,Durham DSB,Pub Dist Sch Brd (E/F),937525,R S Mclaughlin Collegiate and Vocational Institute,Public,Not applicable,Secondary,English,9-12,,,570 Stevenson Rd N,Oshawa,Oshawa,Ontario,L1J5P1,905-728-9407,905-436-9541,http://rsmclaughlincvi.ddsbschools.ca/,http://ddsb.ca/,1055,43.9076,-78.8908,7,99,2,2,25,3,,,,87%,-2.0,58%,-4.0,80%,-3.0,16,7,2021-07-10 00:00:00,2018
1183,B66060,Durham DSB,Pub Dist Sch Brd (E/F),941603,Sinclair Secondary School,Public,Not applicable,Secondary,English,9-12,,,380 Taunton Rd E,Whitby,Whitby,Ontario,L1R2K5,905-666-5400,905-666-6902,http://sinclair.ddsbschools.ca/,http://ddsb.ca/,1255,43.91985,-78.9394,14,100,3,3,16,4,,,,90%,4.0,45%,-17.0,79%,-1.0,10,2,2021-07-10 00:00:00,2018
1194,B66060,Durham DSB,Pub Dist Sch Brd (E/F),948969,Uxbridge Secondary School,Public,Not applicable,Secondary,English,9-12,,,127 Planks Lane,Uxbridge,Uxbridge,Ontario,L9P1K5,905-852-3391,905-852-4075,http://uxbridgess.ddsbschools.ca/,http://ddsb.ca/,1170,44.10945,-79.1139,3,99,1,1,22,5,,,,90%,4.0,74%,-11.0,89%,2.0,7,1,2021-07-10 00:00:00,2018
1219,B66168,Grand Erie DSB,Pub Dist Sch Brd (E/F),896187,Brantford Collegiate Institute and Vocational School,Public,Not applicable,Secondary,English,9-12,,,120 Brant Ave,Brantford,Brantford,Ontario,N3T3H3,519-759-3210,519-759-7943,http://schools.gedsb.net/bci/,www.granderie.ca,1200,43.1431,-80.2732,3,99,1,1,17,0,,,,84%,7.0,38%,2.0,72%,-7.0,14,3,2021-07-10 00:00:00,2018
1223,B66168,Grand Erie DSB,Pub Dist Sch Brd (E/F),899046,Cayuga Secondary School,Public,Not applicable,Secondary,English,9-12,,,70 Haldiamnd Hwy #54,Haldimand County,Cayuga,Ontario,N0A1E0,905-772-3301,905-772-5330,www.granderie.ca/css,www.granderie.ca,495,42.96275,-79.863,0,100,0,0,30,0,,,,84%,4.0,30%,-14.0,63%,-16.0,10,0,2021-07-10 00:00:00,2018
1230,B66168,Grand Erie DSB,Pub Dist Sch Brd (E/F),903728,Delhi District Secondary School,Public,Not applicable,Secondary,English,9-12,,,393 James St,Norfolk County,Delhi,Ontario,N4B2B6,519-582-0410,519-582-0418,http://granderie.ca/ddss/,www.granderie.ca,515,42.85121,-80.4922,3,100,2,2,13,1,,,,97%,12.0,44%,-1.0,57%,-13.0,13,8,2021-07-10 00:00:00,2018
1233,B66168,Grand Erie DSB,Pub Dist Sch Brd (E/F),906069,Dunnville Secondary School,Public,Not applicable,Secondary,English,9-12,,,110 Helena St,Haldimand County,Dunnville,Ontario,N1A2S5,905-774-7401,905-774-9066,www.granderie.ca/dss,www.granderie.ca,405,42.90537,-79.628,0,100,0,0,30,0,,,,59%,-23.0,34%,-16.0,67%,7.0,10,10,2021-07-10 00:00:00,2018
1237,B66168,Grand Erie DSB,Pub Dist Sch Brd (E/F),891304,Grand Erie Learning Alternatives,Public,Alternative,Secondary,English,9-12,,,365 Rawdon St,Brantford,Brantford,Ontario,N3S6J3,519-753-6079,519-753-6690,www.granderie.ca/gela,www.granderie.ca,90,43.1509,-80.249,0,100,0,0,50,0,,,,,,,,N/R,,20,10,2021-07-10 00:00:00,2018
1241,B66168,Grand Erie DSB,Pub Dist Sch Brd (E/F),915033,Hagersville Secondary School,Public,Not applicable,Secondary,English,9-12,,,70 Parkview Rd,Haldimand County,Hagersville,Ontario,N0A1H0,905-768-3318,905-768-1616,http://www.granderie.ca/Schools/SchoolDirectory/Elementary/tabid/120/mid/593/SchoolID/38/ctl/Details/Default.aspx,www.granderie.ca,475,42.95759,-80.0451,0,95,0,0,25,0,,,,77%,-12.0,91%,60.0,56%,-17.0,5,5,2021-07-10 00:00:00,2018
1253,B66168,Grand Erie DSB,Pub Dist Sch Brd (E/F),898007,McKinnon Park Secondary School,Public,Not applicable,Secondary,English,9-12,,,91 Haddington St,Haldimand County,Caledonia,Ontario,N3W2H2,905-765-4466,905-765-1439,http://granderie.ca/mckinnon/,www.granderie.ca,720,43.0636,-79.9534,4,99,1,0,23,0,,,,75%,6.0,34%,-11.0,68%,-1.0,7,2,2021-07-10 00:00:00,2018
1255,B66168,Grand Erie DSB,Pub Dist Sch Brd (E/F),930245,North Park Collegiate and Vocational School,Public,Vocational/Occupational,Secondary,English,9-12,,,280 North Park St,Brantford,Brantford,Ontario,N3R4L1,519-759-2560,519-756-8930,www.granderie.ca/npcvs,www.granderie.ca,1135,43.16849,-80.2624,7,100,0,1,23,0,,,,82%,-11.0,73%,6.0,72%,1.0,15,4,2021-07-10 00:00:00,2018
1261,B66168,Grand Erie DSB,Pub Dist Sch Brd (E/F),933490,Paris District High School,Public,Not applicable,Secondary,English,9-12,,,231 Grand River St N,Brant County,Paris,Ontario,N3L2N6,519-442-4477,519-442-1997,http://granderie.ca/pdhs/,www.granderie.ca,835,43.20405,-80.386,1,100,0,0,17,0,,,,80%,0.0,59%,5.0,72%,-1.0,10,3,2021-07-10 00:00:00,2018
1262,B66168,Grand Erie DSB,Pub Dist Sch Brd (E/F),934402,Pauline Johnson Collegiate and Vocational School,Public,Not applicable,Secondary,English,9-12,,,627 Colborne St E,Brantford,Brantford,Ontario,N3S3M8,519-756-1320,519-756-0442,http://granderie.ca/pj/,www.granderie.ca,820,43.14061,-80.2393,5,99,1,2,35,0,,,,81%,11.0,36%,-5.0,46%,-9.0,23,8,2021-07-10 00:00:00,2018
1271,B66168,Grand Erie DSB,Pub Dist Sch Brd (E/F),941557,Simcoe Composite School,Public,Not applicable,Secondary,English,9-12,,,40 Wilson Drive,Norfolk County,Simcoe,Ontario,N3Y2E5,519-426-4664,519-426-4020,www.granderie.ca/scs,www.granderie.ca,690,42.84144,-80.3044,1,100,0,0,29,1,,,,89%,3.0,57%,0.0,67%,-3.0,11,6,2021-07-10 00:00:00,2018
1275,B66168,Grand Erie DSB,Pub Dist Sch Brd (E/F),916412,Tollgate Technological Skills Centre Secondary School,Public,Vocational/Occupational,Secondary,English,9-12,,,112 Tollgate Rd,Brantford,Brantford,Ontario,N3R4Z6,519-759-3691,519-759-6444,http://granderie.ca/tollgate/,www.granderie.ca,300,43.16632,-80.2871,0,100,0,0,75,0,,,,N/R,,N/R,,0%,-2.0,20,10,2021-07-10 00:00:00,2018
1276,B66168,Grand Erie DSB,Pub Dist Sch Brd (E/F),949035,Valley Heights Secondary School,Public,Not applicable,Secondary,English,9-12,Lot 12,Box 159,2561 Hwy 59,Norfolk County,Langton,Ontario,N0E1G0,519-586-3522,519-586-3524,http://granderie.ca/valleyheights/,www.granderie.ca,455,42.69409,-80.5397,35,100,0,0,25,0,,,,74%,9.0,71%,23.0,47%,-13.0,10,30,2021-07-10 00:00:00,2018
1280,B66168,Grand Erie DSB,Pub Dist Sch Brd (E/F),950785,Waterford District High School,Public,Not applicable,Secondary,English,9-12,,Box 370,227 Main St S,Norfolk County,Waterford,Ontario,N0E1Y0,519-443-8657,519-443-8809,http://granderie.ca/wdhs/,www.granderie.ca,385,42.92827,-80.2884,0,100,0,0,35,0,,,,28%,-30.0,46%,8.0,64%,-7.0,10,0,2021-07-10 00:00:00,2018
1287,B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),929727,Belle River District High School,Public,Not applicable,Secondary,English,9-12,,,333 South St,Lakeshore,Belle River,Ontario,N0R1A0,519-728-1212,519-728-1604,http://www.gecdsb.on.ca/schools/sec/brdhs,https://www.publicboard.ca/,810,42.2884,-82.7118,5,100,0,0,21,0,,,,97%,5.0,82%,10.0,76%,4.0,7,3,2021-07-10 00:00:00,2018
1300,B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),909440,Essex District High School,Public,Not applicable,Secondary,English,9-12,,,244 Talbot St N,Essex,Essex,Ontario,N8M2E1,519-776-7344,519-776-4902,https://www.publicboard.ca/school/edhs/Pages/default.aspx,https://www.publicboard.ca/,740,42.17935,-82.8279,0,100,1,1,20,1,,,,82%,-12.0,47%,-4.0,84%,12.0,7,4,2021-07-10 00:00:00,2018
1305,B66028,Greater Essex County DSB,Pub Dist Sch Brd (E/F),911780,General Amherst High School,Public,Not applicable,Secondary,English,9-12,,,130 Sandwich St S,Amherstburg,Amherstburg,Ontario,N9V1Z8,519-736-2149,519-736-1473,http://www.gecdsb.on.ca/schools/sec/gahs,https://www.publicboard.ca/,625,42.1063,-83.1103,1,100,0,1,14,0,,,,92%,-3.0,67%,-4.0,81%,-1.0,8,0,2021-07-10 00:00:00,2018
